brand,model,model_year,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Saturn,Vue Hybrid Base,2009,Hybrid,172.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Blue,Beige,None reported,Yes,4400.00
RAM,2500 Laramie,2018,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,None reported,Yes,56750.00
RAM,1500 Limited,2019,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Black,None reported,Yes,44000.00
Chevrolet,Traverse RS,2023,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,Yes,48500.00
Lexus,RX 350 F SPORT Appearance,2021,Gasoline,3.5 Liter,Automatic,Obsidian,–,None reported,,49998.00
Mazda,CX-50 2.5 Turbo Premium Package,2023,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,36900.00
Cadillac,SRX Luxury Collection,2012,E85 Flex Fuel,308.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,11499.00
FIAT,500 Lounge,2013,Gasoline,101.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,9000.00
Mercedes-Benz,EQS 450+ Base,2022,,329.0HP Electric Motor Electric Fuel System,A/T,Blue,White,None reported,Yes,69500.00
MINI,Cooper S Clubman Base,2009,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,6950.00
BMW,X6 M50i,2022,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,–,At least 1 accident or damage reported,Yes,74999.00
Lexus,LS 460 Base,2013,Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,24900.00
Genesis,GV80 2.5T,2023,Gasoline,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Beige,None reported,Yes,57300.00
MINI,Hardtop Cooper S,2016,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Volcanic Orange,Carbon Black,None reported,,17999.00
Land,Rover Range Rover Velar R-Dynamic S,2023,Gasoline,I4,Automatic,Firenze Red,Ebony,None reported,,57619.00
BMW,530 i xDrive,2020,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Dark Graphite Metallic,Black,None reported,,38900.00
Jeep,Grand Cherokee Laredo,2011,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Black,At least 1 accident or damage reported,Yes,12500.00
Toyota,Tacoma SR5,2018,Gasoline,278.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,26450.00
Porsche,911 Carrera Cabriolet,2001,Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,,,31995.00
Jeep,Gladiator Sport S,2020,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,–,None reported,Yes,39500.00
Dodge,Challenger SRT Hellcat,2018,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Orange,Black,None reported,Yes,62999.00
Jeep,Renegade Trailhawk,2017,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,17500.00
Ford,F-150 Lariat,2021,Hybrid,430.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Black,Gray,None reported,Yes,61500.00
Jaguar,XF Premium,2011,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Brown,Beige,At least 1 accident or damage reported,Yes,9400.00
RAM,1500 Laramie,2022,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Diamond Black,Black,None reported,Yes,51074.00
Volkswagen,Golf GTI 2.0T SE 4-Door,2016,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,16750.00
Porsche,Macan Turbo,2016,Gasoline,400.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,–,None reported,Yes,38000.00
BMW,X4 M Competition,2020,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Orange,None reported,Yes,60000.00
Lexus,RX 350 Base,2013,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,16500.00
GMC,Terrain SLT,2020,Gasoline,170.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,25500.00
Nissan,Maxima SV,2022,Gasoline,3.5L V6 24V GDI DOHC,Automatic CVT,Brilliant Silver Metallic,Charcoal,None reported,,24980.00
Volvo,S60 B5 Inscription,2022,Hybrid,247.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Blue,Black,None reported,Yes,36500.00
Subaru,Outback 2.5i Premium,2013,Gasoline,173.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,12500.00
RAM,1500 Laramie,2022,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,None reported,,46999.00
Porsche,Boxster Base,1997,Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Beige,,,8500.00
Ford,Explorer XLT,2020,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Black,None reported,Yes,33500.00
Ford,F-150 Lariat,2013,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,23000.00
Ford,Excursion XLS,2004,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,18000.00
BMW,M8 Competition,2023,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,129000.00
Porsche,Panamera GTS,2016,Gasoline,440.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,66200.00
Mazda,Mazda3 i Touring,2012,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,–,None reported,Yes,6000.00
GMC,Sierra 1500 SLT,2016,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,32750.00
Mercedes-Benz,Sprinter 2500 Standard Roof,2022,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,Gray,Black,None reported,Yes,111000.00
Mercedes-Benz,GL-Class GL 450,2011,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,11900.00
RAM,1500 Big Horn,2022,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Bright White Clearcoat,Black,None reported,Yes,50204.00
Lexus,NX 300 Base,2019,Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Red,None reported,Yes,32500.00
BMW,435 i xDrive,2014,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,21800.00
GMC,Yukon SLE,2017,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,34000.00
Honda,Pilot EX-L,2016,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,23000.00
Audi,A5 Sportback S line Premium Plus,2021,Hybrid,261.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,Black,Black,None reported,Yes,37499.00
Porsche,911 Carrera,1995,–,–,6-Speed M/T,Silver,Gray,At least 1 accident or damage reported,Yes,97993.00
Honda,Civic Sport,2020,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,White,Sport,At least 1 accident or damage reported,Yes,18387.00
Mercedes-Benz,G 550 4x4 Squared Base,2018,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic,Designo Magno Matte,Black,None reported,,204900.00
Porsche,Panamera Platinum Edition,2022,Gasoline,325.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,None reported,Yes,86999.00
BMW,740e xDrive iPerformance,2019,Plug-In Hybrid,322.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,A/T,White,Black,None reported,Yes,43500.00
Ford,F-250 XLT,2017,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,31000.00
Lincoln,Corsair Standard,2022,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,None reported,Yes,38500.00
Hyundai,Sonata Sport,2017,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Phantom Black,Graphite,None reported,,14599.00
Nissan,Maxima 3.5 SR,2019,Gasoline,300.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,26999.00
GMC,Yukon SLT,2015,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,30000.00
Mercedes-Benz,GLS 550 Base 4MATIC,2017,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,39999.00
Cadillac,CTS Base,2010,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,9499.00
Cadillac,CTS Base,2005,Gasoline,255.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,Yes,6099.00
Ford,Explorer Limited,2022,Hybrid,318.0HP 3.3L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,White,Black,None reported,Yes,46000.00
Acura,RDX,2016,Gasoline,3.5 Liter,Automatic,Crystal Black,Black,None reported,,18998.00
Toyota,Highlander XLE,2022,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,42000.00
Volkswagen,Golf GTI 2.0T SE 4-Door,2018,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,23000.00
Nissan,Pickup Truck XE,1994,–,–,A/T,Red,Gray,None reported,Yes,5899.00
Toyota,Corolla CE,2008,Gasoline,126.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,5199.00
Honda,Element EX,2008,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,10500.00
Toyota,Camry Solara SE,2008,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,,,13900.00
Hyundai,Genesis 4.6,2010,Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,10500.00
BMW,325 Ci,2004,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Brown,None reported,Yes,5750.00
BMW,M3 Base,2002,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,28750.00
Land,Rover Range Rover Sport HSE Dynamic,2019,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,43500.00
Chevrolet,Corvette ZR-1,2009,Gasoline,638.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,78000.00
Honda,Prelude Type SH,2001,Gasoline,200.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,Yes,18000.00
Lexus,NX 300 Base,2021,Gasoline,2.0L I4 16V PDI DOHC Turbo,6-Speed Automatic,Silver,Black,At least 1 accident or damage reported,,35999.00
Volkswagen,Golf GTI 2.0T SE 4-Door,2019,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,27500.00
Nissan,Armada LE,2009,Gasoline,317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Brown,Black,None reported,Yes,20000.00
Lexus,SC 300 Base,1998,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Purple,Beige,None reported,Yes,8700.00
Toyota,Camry Solara SLE,2008,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,11500.00
Porsche,Macan S,2020,Gasoline,3.0L V6 24V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Black,Black,None reported,,54900.00
Tesla,Model Y Performance,2023,,455.0HP Electric Motor Electric Fuel System,A/T,Gray,White,None reported,Yes,53900.00
GMC,Terrain SLT,2019,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Red Quartz Tintcoat,Medium Ash Gray,At least 1 accident or damage reported,Yes,25925.00
Jeep,Compass Latitude,2014,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,10950.00
Audi,Q7 3.0T Prestige,2018,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,29900.00
Ford,F-250 Platinum,2022,Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,86500.00
Jeep,Gladiator Overland,2020,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Firecracker Red Clearcoat,Black,None reported,Yes,42433.00
Lincoln,Navigator L Reserve,2019,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Tan,–,,,55460.00
Tesla,Model X P100D,2017,,Electric Motor Electric Fuel System,1-Speed A/T,Silver,White,None reported,Yes,45999.00
Mercedes-Benz,CLS-Class CLS 400 4MATIC,2016,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,29950.00
Lexus,RX 350 Base,2021,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,48900.00
RAM,1500 Laramie,2022,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,At least 1 accident or damage reported,,46999.00
Mitsubishi,Outlander Sport ES,2015,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Black,At least 1 accident or damage reported,Yes,10500.00
Hyundai,Sonata SE,2013,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,12500.00
Ford,Mustang EcoBoost Premium,2017,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,23600.00
BMW,X5 PHEV xDrive45e,2022,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,60500.00
Hyundai,Sonata Hybrid Limited,2013,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,14999.00
Honda,Odyssey EX-L,2007,Gasoline,244.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,7700.00
Chevrolet,Colorado LT Crew Cab,2009,Gasoline,300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,14500.00
Buick,Enclave Premium,2016,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Ebony Twilight Metallic,Ebony,None reported,Yes,18051.00
BMW,M235 i,2015,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Red,None reported,Yes,27890.00
McLaren,720S Performance,2020,Gasoline,710.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,324995.00
Kia,Telluride SX,2022,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Glacial White Pearl,Black,None reported,,46120.00
Chevrolet,Corvette Base,2007,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Gray,None reported,Yes,38000.00
Mercedes-Benz,S-Class S 63 AMG,2015,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,White,None reported,Yes,45750.00
Toyota,Mirai Limited,2021,not supported,182.0HP Electric Motor Hydrogen Fuel,A/T,Gray,Black,None reported,Yes,18500.00
Alfa,Romeo Giulia Ti,2017,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,,,23000.00
Land,Rover Range Rover Sport HSE,2019,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,40500.00
Nissan,370Z Touring,2009,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,At least 1 accident or damage reported,Yes,14999.00
BMW,330 i xDrive,2018,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,22995.00
Porsche,Macan,2023,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Carrara White Metallic,Black,None reported,Yes,73300.00
BMW,128 i,2013,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,18000.00
Mercedes-Benz,AMG GLE 63 S Coupe 4MATIC,2018,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,61000.00
Jeep,Wrangler Sport,2014,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,22000.00
Ford,F-150 Raptor,2018,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,47995.00
Dodge,Sprinter 2500 High Roof,2004,Diesel,154.0HP 2.7L 5 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,24000.00
BMW,M550 i xDrive,2019,Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,51500.00
Hyundai,Sonata GLS,2010,Gasoline,168.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Gray,None reported,Yes,3999.00
Honda,Accord EX-L,2019,Gasoline,192.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,21500.00
Cadillac,CTS 3.6L Premium,2014,Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,19500.00
Toyota,4Runner Venture Special Edition,2021,Gasoline,"4L V-6 DOHC, VVT-i variable valve control, regular unleaded, eng",Automatic,–,Black/Graphite,None reported,,44775.00
Jaguar,XJ8 L,2006,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,13980.00
Ford,F-150 Lariat,2021,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Agate Black Metallic,Black,,,49273.00
Chevrolet,Suburban High Country,2021,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Black,None reported,Yes,73500.00
Chevrolet,Suburban 1500 LTZ,2010,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,12000.00
Land,Rover LR2 HSE,2010,Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,Yes,9975.00
Subaru,WRX Limited,2017,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,19950.00
Ford,Expedition Timberline,2022,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Green,Green,None reported,Yes,67500.00
Honda,Clarity Plug-In Hybrid Base,2018,Plug-In Hybrid,212.0HP 1.5L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Red,Beige,At least 1 accident or damage reported,Yes,17500.00
RAM,3500 Laramie,2022,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,Flame Red Clearcoat,Black,None reported,,70999.00
Chevrolet,Silverado 2500 LT,2011,Diesel,335.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,None reported,Yes,18500.00
Lexus,RX 450h Base,2013,Hybrid,295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,19500.00
Mercedes-Benz,M-Class ML 350 4MATIC,2015,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,Silver,Gray,None reported,Yes,19500.00
BMW,X5 xDrive40i,2021,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,None reported,Yes,50000.00
Chevrolet,Camaro 2SS,2022,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,47500.00
Jeep,Gladiator Sport S,2022,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,43000.00
Land,Rover Discovery LSE,1998,Gasoline,182.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,9995.00
Ford,F-250 XLT,2017,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Red,Beige,None reported,Yes,35500.00
RAM,1500 Rebel,2019,Hybrid,305.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,–,None reported,Yes,37900.00
Audi,Q5 S line Premium Plus,2022,Hybrid,2.0 Liter TFSI,Automatic,Silver,Black,None reported,,42998.00
RAM,1500 SLT,2017,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,29999.00
Mazda,CX-30 Premium Package,2021,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Soul Red Crystal Metallic,White / Brown,None reported,Yes,29255.00
BMW,840 Gran Coupe i xDrive,2020,Gasoline,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,Black Sapphire Metallic,Black,None reported,,52999.00
Porsche,Boxster S,2005,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,29800.00
Chevrolet,Malibu Limited LT,2016,Gasoline,2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,10500.00
Cadillac,Escalade Premium Luxury,2023,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,103000.00
MINI,Cooper S Base,2007,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,7900.00
Jeep,Gladiator Mojave,2022,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,64000.00
Buick,Encore GX Essence,2020,Gasoline,1.3L I3 12V MPFI DOHC Turbo,Automatic CVT,Satin Steel Metallic,Ebony,None reported,,21999.00
Toyota,Highlander XLE,2020,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,36999.00
Acura,MDX Touring,2003,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,4000.00
Land,Rover Range Rover Sport SE MHEV,2021,Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None reported,Yes,69000.00
BMW,535 i xDrive,2014,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,15499.00
Nissan,350Z Touring,2007,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,M/T,White,Green,At least 1 accident or damage reported,Yes,12000.00
Ford,Transit Connect XLT,2015,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,14500.00
Mercedes-Benz,SL-Class SL550 Roadster,2008,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,16800.00
Porsche,911 Turbo S,2021,Gasoline,640.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,240000.00
Hyundai,Sonata Sport 2.0T,2015,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,13995.00
Audi,TT 1.8T,2004,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,12000.00
Volvo,XC90 T6 Inscription,2019,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,37000.00
RAM,1500 Big Horn,2021,Diesel,260.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,White,Black,None reported,Yes,44900.00
Chevrolet,Tahoe LT,2021,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Black,Jet Black,None reported,Yes,49685.00
Ford,Explorer XLT,2014,Gasoline,3.5L V6 24V MPFI DOHC,6-Speed Automatic,Green,Charcoal Black,None reported,Yes,13715.00
Ford,Mustang Mach-E Premium,2023,,346.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,45000.00
Chevrolet,Camaro 1SS,2017,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Yellow,Black,None reported,Yes,31500.00
Ford,Bronco Big Bend Advanced,2023,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,54490.00
